Matías Vecino;MF;Inter
Miguel Veloso;MF;Hellas Verona
Lorenzo Venuti;DF;Fiorentina
Daniele Verde;FW;Spezia
Simone Verdi;MFFW;Torino
Jordan Veretout;MF;Roma
Edoardo Vergani;FW;Bologna
Valerio Verre;MF;Sampdoria
Guglielmo Vicario;GK;Cagliari
Arturo Vidal;MF;Inter
Ronaldo Vieira;MF;Hellas Verona
Luca Vignali;DF;Spezia
Emanuel Vignato;FWMF;Bologna
Gonzalo Villar;MF;Roma
Nicolas Viola;MF;Benevento
Dušan Vlahović;FW;Fiorentina
Mërgim Vojvoda;DF;Torino
Stefan de Vrij;DF;Inter
Giacomo Vrioni;MF;Juventus
Miloš Vulić;MF;Crotone
Walace;MF;Udinese
Sebastian Walukiewicz;DF;Cagliari
Maya Yoshida;DF;Sampdoria
Ashley Young;DF;Inter
Mattia Zaccagni;MFFW;Hellas Verona
Vasilios Zagaritis;DF;Parma
Miha Zajc;MF;Genoa
Nicola Zalewski;MF;Roma
Niccolò Zanellato;MF;Crotone
Cristián Zapata;DF;Genoa
Duván Zapata;FW;Atalanta
Gabriele Zappa;DF;Cagliari
Davide Zappacosta;DF;Genoa
Simone Zaza;FW;Torino
Marvin Zeegelaar;DF;Udinese
Piotr Zieliński;MF;Napoli
Joshua Zirkzee;FWMF;Parma
Jeroen Zoet;GK;Spezia
Filip Đuričić;MFFW;Sassuolo
